Gene	FDR_Pvals
PMPCA	0.025329543546079133
RP11-666A8.12	0.025329543546079133
TTC32	0.025329543546079133
LRRFIP2	0.025329543546079133
TLR5	0.025329543546079133
C15orf61	0.025329543546079133
PACS2	0.025329543546079133
RP11-403P17.2	0.025382754212517906
CA4	0.025382754212517906
BNIP3P40	0.025412921969889583
PTDSS2	0.025438403013880395
HRASLS	0.025438403013880395
RP11-16B9.1	0.025438403013880395
RP11-462P6.1	0.025438403013880395
TBRG4	0.025448922807152715
CSF2RBP1	0.025453595011029555
ZNF607	0.02547720494590766
FAU	0.025500009242397547
CHM	0.025500009242397547
TOB1-AS1	0.025500009242397547
RPS3AP43	0.02558625728374795
AC002511.2	0.02558625728374795
GGT5	0.02563507924189357
RPL10	0.02563507924189357
RP1-16A9.1	0.02563507924189357
ATP8B4	0.02565270860470211
YAP1P1	0.02565270860470211
RBMX	0.025684095260538796
MTG1	0.025684159212528753
DGAT1	0.025744394406636718
METTL18	0.025785248632033585
CEP19	0.025785248632033585
NECAB1	0.025825272518326257
RP11-440I14.2	0.025825272518326257
RP3-340B19.5	0.025835016252450556
GPR141	0.025870961323022745
ALG1L9P	0.025979582854113215
USP1	0.025979582854113215
UPF2	0.026051744594027388
FLNA	0.026051744594027388
PCP4L1	0.026051744594027388
KLRC2	0.02607439503610304
FCGR1A	0.02607450332849836
DHRS12	0.02607450332849836
RALBP1	0.026078618229632717
TMCO3	0.026078618229632717
IQGAP1	0.02613058954175732
RAB27A	0.026142262150799744
ADGB	0.026193586855938613
OMG	0.02622301607793557
FAM209A	0.02622301607793557
HLA-DRB5	0.026236066060393606
ZNF92	0.02629627596505336
NELFCD	0.02635586709820595
TOMM22	0.026388039718285523
TBK1	0.02639811056714046
KRT8P20	0.02640506872093847
CTD-2134A5.4	0.02640506872093847
SUMF2	0.02640506872093847
UBE2I	0.026466582219079722
CTC-490G23.4	0.026571930464761185
LEFTY1	0.026587340873308583
RGL4	0.02660028731243371
BACH1	0.026604722454572582
LINC00622	0.026606960396053446
EPPK1	0.026623654553676192
PJA2	0.026623654553676192
RP11-531H8.2	0.026623654553676192
MZT2B	0.02662388529051729
RP3-368A4.6	0.026740122802547166
PPP1R3D	0.026740122802547166
PDGFRB	0.026760168476561007
BLM	0.026812378620322486
ILKAP	0.026832117557791562
SLC25A24	0.026834509862065207
RP11-74K11.1	0.026834509862065207
LINC00909	0.0268501284966194
NABP2	0.026942907625035716
CRIP1P1	0.026949395390964838
ZNF226	0.026958139917875067
CASZ1	0.026988410643863675
TMEM167AP1	0.026991022939995994
RP11-779O18.2	0.027057930129900626
ENHO	0.027063165140299175
CNEP1R1	0.02710813198489098
GTF2IP12	0.02713511913468706
CCDC12	0.02713511913468706
CYP1B1-AS1	0.02716281656218978
OR4H12P	0.027214295323115274
OLFML2A	0.027214295323115274
ACSL4	0.027214295323115274
RP11-255H23.2	0.027214295323115274
ABCB8	0.027214295323115274
LINC02195	0.02726122829677232
NTMT1	0.02726122829677232
CCDC82	0.027262687829331802
CHMP5	0.027336647062381175
ZNF175	0.027336647062381175
CEP135	0.027336647062381175
MEF2D	0.027444972126959472
FAR2	0.027444972126959472
ADD3	0.027444972126959472
EIF5	0.027444972126959472
ANKRD12	0.027458596935565967
IL21R	0.02746785080774193
RP11-345P4.9	0.02748822585313319
GZMH	0.02748822585313319
CRISPLD2	0.027490303399932563
SDF4	0.027507831348730194
PRORY	0.027519799865783626
HPGDS	0.02752080456191986
CTAGE7P	0.027531901730250653
FAM217B	0.027531901730250653
TRIM52-AS1	0.0275356107697314
SERINC2	0.027596410442546116
TMEM55A	0.02782831377941135
RP11-73E17.2	0.02782831377941135
PIGS	0.027855560438877387
MYZAP	0.027902043572726697
NCK1	0.027916860278494503
CECR7	0.02793963507534683
LYST	0.027954111801300224
FAM127A	0.027981698418890016
FGF13	0.02799931946397755
TLR4	0.02799931946397755
RP1-158P9.1	0.02799931946397755
TMEM230	0.02799931946397755
ROPN1L	0.028082856522371604
ACBD7	0.028128608516506386
SULT1B1	0.028128608516506386
OAF	0.028128608516506386
ZNF7	0.028131158890698914
BTBD2	0.028253809387918074
INTS4	0.02825628608307638
RP3-510O8.4	0.028283614700801596
PTPN23	0.028283614700801596
CTD-2561J22.5	0.028283614700801596
TJAP1	0.028283614700801596
CTBS	0.028296036482881325
ZFHX2-AS1	0.02840365664178971
PPM1E	0.02840365664178971
PLCB2	0.02840365664178971
LINC00243	0.028484173254457717
ELOF1	0.028491967550406117
LINC00917	0.028491967550406117
RGSL1	0.02855289005163732
MMADHC	0.02855289005163732
CDK5RAP2	0.028589910522467954
TMEM236	0.028589910522467954
RASAL1	0.028604813290379727
OR2A13P	0.028646536164881206
CCNG2	0.02882279579413053
RPS4XP16	0.028824231667580653
PORCN	0.028963021039885604
RP11-798G7.8	0.028963021039885604
GABRR2	0.028963021039885604
ASB7	0.028963021039885604
MINK1	0.028978954831578536
LPCAT2	0.028994608950378552
ZFP69	0.029006696188025555
HMGB1P6	0.029006696188025555
NR2E1	0.029006696188025555
NEDD4	0.02904289042725184
RNF220	0.02904289042725184
LRRC37A3	0.02908472778985804
PLBD2	0.02909845542251141
RP11-254F19.4	0.02909845542251141
SPINK8	0.029215842767886496
KB-1507C5.4	0.0292467831002034
LXN	0.0292467831002034
ZNF781	0.0292467831002034
TNFRSF1B	0.029290168300054865
VAPA	0.029290168300054865
RAB11FIP2	0.029290168300054865
CLIC6	0.029290168300054865
U2SURP	0.029399002056612965
SLC25A19	0.02940071414111068
FBXO32	0.02940071414111068
ROCK1	0.029421818087525694
RP11-552F3.4	0.02944848177684896
RPL38	0.029463097955753186
MBNL1-AS1	0.029463097955753186
MPND	0.029463097955753186
LYSMD3	0.029463097955753186
MAP3K1	0.029463097955753186
PPL	0.029463097955753186
ADGRB1	0.02950354625435497
FAM172A	0.029540981825395964
CH507-396I9.7	0.029562114379116138
ACOT13	0.029562114379116138
FAM183DP	0.029592803000070333
ASPSCR1	0.029592803000070333
CRTC2	0.02967203490739567
CTD-2529P6.3	0.02967203490739567
TP53I13	0.02967203490739567
DLGAP1-AS2	0.02967203490739567
NACA	0.029696660444692147
ULK4P1	0.029696660444692147
CTD-2006C1.12	0.029696660444692147
BBS10	0.029742385888199337
FPR2	0.029827243018062107
AC016739.2	0.029863302597944417
CSNK2A1	0.029868116372806244
FLAD1	0.029881441897472286
DNPEP	0.029940691958103238
OR10V2P	0.029940691958103238
RNF144B	0.029962088707530886
GTF2A1	0.03003453540944341
SLC15A2	0.03006806235667655
C18orf8	0.030165676662747234
ZNF347	0.030200072720642863
ATP6V1A	0.030260621634151285
DHRS2	0.030297901939429356
ZNF703	0.030325360882792866
NUP153	0.030368300649625774
ST6GALNAC2	0.0303744429094202
GNGT2	0.0303744429094202
MIB2	0.030380210529481186
PIN1	0.03038618460117432
SPTBN4	0.03039071086348211
RAB11FIP1	0.030400304781262676
PLIN5	0.030405201755160465
MAGI3	0.03046514233450323
DEGS2	0.030586680749590672
METTL26	0.030699949439636387
RNF145	0.030715655667127837
DPYD	0.030715655667127837
DACH1	0.030723039860494752
HLA-DRB6	0.030761556996870484
STAM2	0.030854776057221225
SERPINB2	0.030872199701207588
PCSK7	0.03088333164184127
PSKH2	0.03089008402826847
AP2A1	0.030911089721291904
IQCJ-SCHIP1	0.030918263996681284
ZNF473	0.030929431674217443
CTC-241N9.1	0.03094181919186569
AC007278.2	0.030998484585647322
NFKBIB	0.031004367911225475
RP11-430C7.4	0.031004367911225475
AC079630.4	0.031013649229782014
KCTD18	0.031013649229782014
RP11-195C7.1	0.031013649229782014
ALPK3	0.031013649229782014
LINC00501	0.031013649229782014
RASSF3	0.031013649229782014
TMEM219	0.031013649229782014
PI4KA	0.031013649229782014
IQGAP2	0.031013649229782014
XXbac-BPG299F13.17	0.031013649229782014
IGF2BP3	0.031013649229782014
ARID1A	0.031013649229782014
ABHD3	0.031013649229782014
CD300C	0.031013649229782014
IFI27L2	0.031013649229782014
FGF8	0.031013649229782014
TRAF7	0.03103700722711109
CTD-2619J13.17	0.03103700722711109
RP11-46C24.7	0.031069390098795897
EGLN1	0.03111524466739073
JADRR	0.031128822078358227
TPRG1-AS2	0.03113630630848108
EZR	0.03113630630848108
C7orf34	0.03113630630848108
SPAST	0.03113630630848108
NFATC2IP	0.0312128019121419
TNFAIP8	0.03126547596151329
HLA-DMA	0.03130229204641988
PNMA6A	0.031559985793940544
LINC00929	0.031584548574913475
AP5Z1	0.031584548574913475
TSC2	0.031584548574913475
CRIP1	0.031584548574913475
KCNJ15	0.031584548574913475
TRIQK	0.03169978996554925
IL13RA1	0.03169983409687954
FAM95B1	0.03170553757961303
ZNF492	0.03170553757961303
SLC25A45	0.031778225360006566
NUP62	0.031778225360006566
DPRXP6	0.031803970615186354
CTB-179I1.1	0.03181238105150261
IL18BP	0.03185248991147957
FGFR1OP	0.03191360518414843
CEP295NL	0.03192100464672942
CARD16	0.031972225424536635
CEP162	0.031979986433817525
ZNF658B	0.031995157730105334
PEMT	0.03201004431816195
VPS18	0.03201004431816195
ZPR1	0.03206530140823349
SDCBP2-AS1	0.032159225072705695
KCNJ2	0.032159225072705695
U2AF1L4	0.032159225072705695
ZFPM1	0.03217386274430662
MCMBP	0.03222005985714092
ZBTB18	0.03222166267544561
COQ4	0.032258690502231624
PTTG4P	0.03232540901741582
RP3-454B23.1	0.03233315247050397
GADD45A	0.03238957908254644
NHEJ1	0.03246519853877987
C5orf67	0.032466198620587576
ZNF696	0.032466198620587576
RPL8	0.03250307603800142
AC091492.2	0.03254012208743439
RP11-177C12.1	0.032564848682192324
RP11-6I2.3	0.032564848682192324
EML3	0.032615470635746484
NMI	0.03263961464909625
LINC01989	0.032798621424287334
RPL18	0.032798621424287334
YBX1P1	0.032798621424287334
PLEKHF1	0.03287014386301777
RP11-181E10.3	0.03287014386301777
LINC01352	0.03291874161055898
MTMR3	0.03301206351270703
RHOC	0.03307875960266043
RP11-713C5.1	0.03307875960266043
GFM2	0.03307875960266043
DPY19L3	0.03309754165755878
RP11-1085N6.2	0.03315754673686389
RAP1A	0.03315754673686389
KDM3B	0.03318405356205156
AC007773.2	0.03318405356205156
MAGOH2P	0.03318405356205156
RP11-441O15.3	0.03318535401738924
REXO1	0.033347071848814865
AC079807.4	0.033375106371906424
SREBF2	0.033377581067944466
RP11-538P18.1	0.03355029641067204
SCUBE1	0.03355029641067204
NIFK-AS1	0.033637373546000764
NQO2	0.03369976124821697
ATP11B	0.03369976124821697
IFNGR1	0.03375641562018473
MRPL37	0.03375677891740707
AC097724.3	0.03377261436072659
NR4A1	0.03380823876289081
FAM92A	0.03387595412878954
MAF1	0.03395999906216245
SEC23A	0.03402248640321694
ADAM23	0.034036797151954075
PSMD3	0.03406480183827642
ADAMTS3	0.03409655415590069
LINC01765	0.03409655415590069
SEPT7P8	0.03409655415590069
DCBLD2	0.034228284006619536
PTOV1-AS1	0.034228284006619536
SP3	0.034351750986165955
ZNF577	0.034430318388876835
EOGT	0.034430318388876835
HMGCR	0.034430318388876835
RP11-343L5.2	0.034430318388876835
CAPZA2	0.034430318388876835
UBE2B	0.03443467799500817
ITPA	0.03443467799500817
DIP2B	0.03443467799500817
ARF6	0.03450569756545865
PRKAA1	0.03454958884962705
MTM1	0.03455965322586033
SEMA3B	0.03455965322586033
RP11-98D18.17	0.03455965322586033
ANKS1A	0.034585923392771584
HCN2	0.034585923392771584
FCGR2C	0.03461553253273228
GPSM2	0.03462064763766756
STK38L	0.03463004711540673
PPARD	0.03463812656806753
H6PD	0.03471043106312987
AGTPBP1	0.03471043106312987
ZNF66	0.03471043106312987
FOXN2	0.03471043106312987
LINC01004	0.03483232233778742
RP11-225N10.1	0.03486217707589005
SPTLC2	0.03496337488347297
DDX10P1	0.03496337488347297
SMC3	0.03496337488347297
CBX3	0.03496337488347297
RP1-167A14.2	0.035051659686193094
DPP7	0.03510025848458746
PAN3-AS1	0.03510025848458746
YIPF2	0.03510025848458746
GSS	0.03510829875315286
CTD-3239E11.2	0.03516457045141333
PDS5B	0.03521140146399068
STAG3	0.03525695508364334
VSIG4	0.035266319344122214
BTD	0.035266319344122214
DNASE1	0.035266319344122214
PDCD1LG2	0.035266319344122214
PRSS58	0.035266319344122214
CASP1	0.035266319344122214
CICP27	0.035266319344122214
EVPL	0.03531697777103335
IPP	0.03531697777103335
C21orf62	0.03542409865731285
AOAH-IT1	0.03543709065044885
CD59	0.03547293234036842
ZNF430	0.03548742517237828
RP11-392P7.6	0.03548742517237828
ZDHHC20P4	0.03548742517237828
RP11-266N13.2	0.03548742517237828
RP11-137J7.3	0.03549659690989308
CTD-2653D5.1	0.03549659690989308
TMX4	0.03549659690989308
MLNR	0.03549659690989308
ZNF382	0.03549659690989308
ST3GAL6	0.035557705040056516
ADCK2	0.035557705040056516
ZFP82	0.035616602014837295
RP11-685M7.3	0.035638159067631944
DYSF	0.03573765615606679
SBF2	0.03586213222690103
CEP164	0.036041292995499616
MARC1	0.03606269570555377
PAPOLA	0.03618292526849151
SLC12A6	0.03626430579078541
TMEM192	0.03626449580903834
CARD14	0.036329801117229846
RP1-111D6.4	0.03634409672878193
RP11-51J9.5	0.03646603486997169
TAS2R38	0.0364732870044328
PPP2R5B	0.0364732870044328
CXCR2	0.03654555314623311
AIM1	0.03655450623515964
CTD-2015H6.3	0.036562077709829166
ZNF20	0.036562077709829166
AC020951.1	0.036562077709829166
CEBPZ	0.036562077709829166
NFAT5	0.036562077709829166
RP11-154H23.4	0.036573790388843924
EXD3	0.036573790388843924
RP11-102G14.1	0.03660446131281306
ATP6V1F	0.03660446131281306
SH3TC2	0.03667784105796224
IFT52	0.036685504520189004
RP11-204M4.3	0.03669198673249809
ACTR10	0.03669198673249809
SORD	0.03669198673249809
MINDY2	0.036703129277344454
SERPINB1	0.036703129277344454
MTATP6P26	0.036703129277344454
ADCY4	0.03670420202213479
TAF15	0.036716367973870456
TUBB4A	0.036716367973870456
ARMCX6	0.036716367973870456
OR5M8	0.036716367973870456
N4BP2L2	0.036716367973870456
P4HTM	0.036716367973870456
COX4I1	0.036716367973870456
RP11-184A2.2	0.036716367973870456
TWF1	0.03679655605210162
DTX3L	0.03680545584859492
LYPD2	0.03689891042007849
DENND1C	0.03690454785724974
ARFGAP3	0.03690454785724974
C21orf91	0.03690454785724974
RP11-67C2.2	0.03690454785724974
RP11-697N18.4	0.036939814248324335
RPS14	0.036963757821069664
ZNF777	0.03702725888071213
TCP11X1	0.03702725888071213
PTBP2	0.03702725888071213
GPR155	0.03702725888071213
PEX26	0.037046497809319144
PSMG3	0.037046497809319144
RP11-59D5__B.2	0.03715603663955057
AC098872.3	0.03715603663955057
AC079630.2	0.037170130249631936
JOSD1	0.037210853140254
SNHG15	0.03726243199392797
RP11-6O2.2	0.03726686741036533
SDAD1P1	0.037283202579837714
RP11-474G23.3	0.037283202579837714
SPG11	0.03730684291655248
STK17B	0.037373808018831646
UBQLN4P1	0.03738133257196572
AC084809.2	0.03738133257196572
SLC25A35	0.037398170435280785
HMGB2	0.037398170435280785
FBXO38	0.03745073415710188
TPSAB1	0.03745073415710188
RP11-440L14.4	0.03745073415710188
SUSD4	0.03745073415710188
CH17-13I23.3	0.037458077187687774
RP11-422P24.12	0.037458077187687774
RP11-666O2.2	0.037458077187687774
TXNRD2	0.037458077187687774
OR51B6	0.037458077187687774
RP11-253E3.1	0.037458077187687774
WBP4	0.03746275344096536
RP11-65E22.2	0.03746275344096536
HERC3	0.03746275344096536
CLMP	0.03746275344096536
RP11-40E6.2	0.03746275344096536
VPS4B	0.03752763310437513
LHX4	0.037541336996323726
SMPD4	0.03762994486015649
XIAP	0.03762994486015649
CTC-490G23.2	0.03762994486015649
ACTA2-AS1	0.03762994486015649
RP11-428O18.6	0.03762994486015649
AGGF1	0.03763580927719983
RP11-171I2.4	0.03763580927719983
S100PBP	0.03763580927719983
PCOTH	0.0376662544425958
NOL10	0.037673618798649985
OSER1-AS1	0.037673618798649985
RP11-370I10.10	0.037779282711737916
CNBP	0.03783471969027722
SLC39A6	0.037885701022614564
AP002954.4	0.037885701022614564
TBC1D8	0.03788695034487841
CTD-2017D11.1	0.03791662834752642
LMF1	0.03791662834752642
RNU6-1005P	0.03791662834752642
MTMR11	0.03791662834752642
CDKN2B	0.03791842334300989
AC068279.3	0.03795029473769204
LINC00951	0.03795029473769204
ABHD17AP1	0.03798930899143627
LIME1	0.03798930899143627
AQP9	0.03798930899143627
SLC35A5	0.03798930899143627
HSD17B13	0.03798930899143627
NDUFA13	0.03798930899143627
HIPK3	0.03798930899143627
NFE2L2	0.03798930899143627
FUK	0.03798930899143627
USP44	0.03798930899143627
CYP4F25P	0.03798930899143627
ATL2	0.03799390514141795
MEAF6	0.03801557321052302
ABL1	0.03803158697193336
FUNDC2	0.03809296934009349
VTA1	0.03812955192449256
MORF4L2-AS1	0.03812955192449256
CBY1	0.03820640835825809
RP11-351I24.1	0.03840318648459093
SEMA3C	0.038412220987116746
NIPBL	0.038412220987116746
ARHGAP24	0.038412220987116746
AC005796.2	0.038412220987116746
LYVE1	0.03848306686019898
PYGL	0.03848306686019898
ATAD3B	0.03848306686019898
ST6GALNAC6	0.03848306686019898
ZNF189	0.03848306686019898
TMEM191A	0.03848306686019898
TRIM56	0.03848306686019898
PARD3	0.03854323928602917
RP11-379J13.2	0.03854323928602917
CAPNS2	0.03854323928602917
PI4KAP2	0.03854323928602917
AC093627.9	0.03857758610703676
RNF103	0.03857758610703676
FAM234A	0.03857758610703676
CYP7A1	0.03857758610703676
PGGT1B	0.03857758610703676
HEPACAM2	0.03857758610703676
COX6CP1	0.03857758610703676
BAK1	0.038663264926821726
CTB-36H16.2	0.03868988255943782
SPDYE18	0.03868988255943782
ZNF445	0.03868988255943782
BNIP2	0.038710156858591825
RP3-333A15.1	0.038710156858591825
AC000374.1	0.038721323476778514
RP11-690I21.2	0.038721323476778514
LBR	0.03879687336620447
BLMH	0.03879794116049988
ALPL	0.03885072876840294
BIN1	0.03885072876840294
AF064858.6	0.038934233887184526
LAMTOR3	0.038934233887184526
C1D	0.038934233887184526
GNS	0.03893645716435749
PSME2P2	0.03893645716435749
SRGAP3	0.038950049648780224
FAM74A6	0.038985119672605324
CTD-3088G3.4	0.03903576797001351
AC007879.5	0.03912807940789893
UXT	0.03912807940789893
ZNF106	0.03912807940789893
NLRP4	0.03912807940789893
MTCO3P23	0.039179539279405824
TOPORS	0.039229079968690204
SH3GL1	0.039254610411655226
PM20D2	0.039254610411655226
NT5C	0.039268573199870184
CTD-2588E21.1	0.03934989190250233
RP11-167H9.4	0.039354505112113775
SLC9A4	0.039354505112113775
MPHOSPH8	0.03937927629929409
DDX39A	0.03937927629929409
CCDC157	0.039385113022570944
FILIP1L	0.039459270853657614
KBTBD7	0.039459270853657614
AP2S1	0.03948651342582359
CPSF7	0.03952773840061252
C21orf62-AS1	0.039599543357594934
CERS3	0.03964424401918257
RUSC1	0.03971550316909355
PTGES2	0.039728787715722184
STRAP	0.039728787715722184
PTGER2	0.039744526468208675
MDM2	0.039792528428752603
CTC-510F12.2	0.03982480441947162
SRP19	0.03983169794494502
GBP2	0.03983169794494502
RP11-996F15.6	0.03983169794494502
RNU6-196P	0.03983169794494502
PAQR9	0.03983169794494502
NMNAT2	0.03983169794494502
DNTTIP2	0.03983169794494502
CNIH4	0.03983169794494502
MICU2	0.03983169794494502
INTS1	0.039901604994261576
TPSP2	0.039931856943293355
TRIP11	0.039931856943293355
RP11-588L15.2	0.03994945431026289
CYP2U1	0.039957943828410177
CCDC39	0.039957943828410177
MYPOP	0.039957943828410177
SIRPG-AS1	0.04001046635731996
C6orf1	0.04001046635731996
ADA	0.04001266492948366
SSR4P1	0.040047046602720786
RP4-575N6.5	0.040105422325367665
ZDHHC6	0.04029615864253855
MED12L	0.040317381995857236
FNIP1	0.04037920325822605
CH17-140K24.1	0.04039923518821423
NUP50	0.04048029221169901
TMEM68	0.040483134275872336
RP11-274J15.2	0.04051755743967523
TUBD1	0.0405416249293586
C1GALT1	0.04060745053170994
UPK3A	0.040613743017400394
RP11-347J14.7	0.040653279145496934
FPGS	0.040653279145496934
CNDP2	0.040654718193587465
ANKRD20A3	0.040701361647301405
CRY2	0.040701361647301405
AP1G2	0.04070387647046142
PAK4	0.04070387647046142
TATDN3	0.04070387647046142
CUL9	0.0407114100039773
RP5-1119A7.14	0.04071766964923125
RNF219	0.04074536348485578
RP11-927P21.1	0.040796116632258364
SDS	0.040870712642405486
AP000345.4	0.040993674436142775
ZNF816	0.040993674436142775
CARD8-AS1	0.040993674436142775
ARHGEF40	0.040993674436142775
DUSP4	0.040993674436142775
KIF13A	0.040993674436142775
APPBP2	0.0410012862494522
SCN9A	0.0410012862494522
WDFY3-AS2	0.0410012862494522
SMARCA4	0.041024032649453424
RP11-30O15.1	0.04102514764926363
PIGBOS1	0.04102514764926363
UPK3B	0.04102514764926363
CYTL1	0.04111049404711271
MED24	0.04111049404711271
PEX2	0.04111049404711271
ABCF1	0.04111049404711271
DLST	0.04111049404711271
CCAT2	0.04113665759355627
NPTN-IT1	0.04113665759355627
RP11-490N5.3	0.04114686655040932
TMEM179B	0.041150316511007444
ZNF34	0.041184238332015725
RNF175	0.04124266591884647
C7orf26	0.0412704590284996
RNF149	0.041313535016488205
HLA-DPA1	0.041331125606867906
AC011648.1	0.041331125606867906
PDE3A	0.041385139479154794
FBXO42	0.041402246561260854
AC006277.2	0.0414299121063935
SPIDR	0.041519826107803824
ZNF431	0.041586790961277674
ACOXL-AS1	0.041590312729692484
RHPN1-AS1	0.04162514741334572
ATF6	0.04170739199637859
ZNF101	0.04171433635668329
VPS9D1-AS1	0.041721178663714914
CEP250	0.041721178663714914
RP11-98F19.1	0.04174690545805863
FAR1	0.041830972621901476
AC009305.1	0.041854683864816285
PDPK2P	0.0419433279380219
KRT18P24	0.04196411291276545
RP11-447M4.1	0.04207211354405366
CCDC107	0.04209094379714589
RPGR	0.04209094379714589
NOC3L	0.04209094379714589
GUK1	0.042114070314244224
SLC9A3R2	0.042114070314244224
EIF1AX-AS1	0.042114070314244224
HNRNPA1P24	0.042114070314244224
BACE2	0.042114070314244224
RP11-495P10.1	0.042114070314244224
OSBPL11	0.042114070314244224
RPS4XP6	0.042114070314244224
MAPKBP1	0.042114070314244224
LAMP2	0.042114070314244224
RNF141	0.042114070314244224
SH2D4B	0.042114070314244224
SYNGR1	0.04213788714659922
PI3	0.04214520134309012
AGFG1	0.04216542152836794
NCAPH2	0.04216542152836794
DGCR6L	0.042208219604442376
SF3B5	0.042208219604442376
RASIP1	0.042238292588491065
ARRDC1-AS1	0.04227107274976169
PELI2	0.04229007497466284
PUM2	0.04229007497466284
NPL	0.04229007497466284
OR7E10P	0.04233076118111391
RP11-319G6.1	0.04233199328031913
TAS2R39	0.04233199328031913
PPT1	0.04233199328031913
RP4-621B10.8	0.04233199328031913
LARP7	0.04235116112375967
INHBB	0.04238946771899668
C3orf14	0.04240905641260161
AP001065.15	0.04240905641260161
SSNA1	0.042478506847523766
LINC00671	0.042507479773586945
CDK15	0.042526165831076046
RP11-760H22.2	0.042526165831076046
CCDC42	0.042550842472248024
CUL4B	0.04255787728245725
PRKRIP1	0.042587046334693256
KRT81	0.04258911534395055
LY96	0.04258911534395055
LINC00453	0.04275762904064119
SRSF1	0.04281427467085292
RPS16	0.042877160987388016
PWWP2B	0.042877160987388016
GCLM	0.04292359257714689
FTOP1	0.04292359257714689
LUZP1	0.04292359257714689
RP11-363E6.4	0.04302070950320216
GATA2	0.04302070950320216
DESI1	0.04311713433686495
SLC29A1	0.043156812561383484
GLIS2	0.043156812561383484
E4F1	0.043156812561383484
SLC3A1	0.043156812561383484
C6orf223	0.043156812561383484
RP11-972P1.8	0.04318293340056513
PRMT5	0.04318293340056513
PLOD3	0.04320348167075218
MEST	0.04324081938720436
ORAI1	0.04324081938720436
KL	0.043337522206663884
MFF	0.043337522206663884
ZNF829	0.043337522206663884
LCLAT1	0.043337522206663884
IFT57	0.043380630431995366
SLC12A7	0.043400194515351306
SETP17	0.04340593903957083
TMEM171	0.04340593903957083
RP11-637A17.2	0.04340593903957083
FRMD3	0.04341390992139434
RBM12B	0.04341390992139434
CRTAP	0.0434356986090202
C9orf142	0.0434356986090202
SMC6	0.043437009363294574
TIMM21	0.043437009363294574
PGAP3	0.04346478877360804
MVK	0.04350120286817277
HAUS4	0.04355683703995779
TNFRSF10C	0.04360766027428597
SIRPB2	0.04363311280083855
WI2-87327B8.2	0.043643043626444535
CMTM4	0.043643043626444535
RP11-651L5.3	0.043643043626444535
WDR37	0.04365856067528696
RNU6-49P	0.043706902862149996
EDEM3	0.04379502888689467
ERBIN	0.04379502888689467
RP11-355O1.11	0.04379502888689467
PPIAP29	0.043828422111506025
SPATA1	0.043888329078451284
ADAM17	0.043888329078451284
ADAM15	0.04390129170852937
NKG7	0.043930791360932364
CHMP4A	0.043930791360932364
RNF2	0.043965964014722664
SLC40A1	0.0439854951386201
LINC02213	0.0439854951386201
RILPL1	0.0440571195469471
ZNF736P7Y	0.04406383900374041
USP15	0.04407310231395844
RN7SKP26	0.04407310231395844
KC6	0.04407310231395844
PRUNE2	0.04409112589864401
WASH4P	0.04409112589864401
CCS	0.04409112589864401
CHST12	0.044098697996512407
IL4R	0.04413037264766629
AF131215.2	0.04415682059163805
KRT8P26	0.044189183247304115
SNX18P9	0.044189183247304115
CLEC4E	0.044189183247304115
OTUD6B-AS1	0.044199206557126856
RP11-814H16.2	0.044251318037532565
CTC-260E6.6	0.044251318037532565
PTPRK	0.044251318037532565
HSD17B10	0.044251634781564124
GATC	0.04430644744838419
MTFR1L	0.04433482541162902
RBM5	0.04444683978877404
SLC36A1	0.04444683978877404
P2RY8	0.04444683978877404
FTL	0.04444683978877404
RP11-542H15.1	0.04444786531689304
LINC01644	0.04444958694200531
RP11-65L3.4	0.0444782301102337
RPL37A	0.04451844080120976
CD163L1	0.04453196786664978
LAMC1	0.04456850821611037
SLC51A	0.04456850821611037
MRPL41	0.04460583916938883
SPATA8-AS1	0.04465938257277515
AC034220.3	0.0446694715122823
ZFAND6	0.04471057198619926
MCU	0.04471057198619926
SLC25A22	0.04475131077141137
ZNF354C	0.04475131077141137
BNIP3P39	0.04477310521960431
DNAJB14	0.044790848964264586
PLAGL1	0.044795894761231976
VPS9D1	0.044795894761231976
FGFRL1	0.04486292745007842
RP11-39H3.2	0.04496935786295719
SPRTN	0.04496935786295719
JAK3	0.04497085957433764
GNAQ	0.04497085957433764
ORC4	0.04501974002253026
RPL41P2	0.04507617836955996
RP11-98J23.1	0.04507617836955996
POC1B-AS1	0.04507617836955996
RASSF1	0.04507617836955996
C5orf30	0.045124652058428215
CTD-2240E14.4	0.045124652058428215
RNF13	0.045124652058428215
PLCXD1	0.045124652058428215
C6orf62	0.04520492644684577
RP4-751H13.7	0.045260010688541456
ZNF845	0.04530041747136659
EXD2	0.045555821733018136
PARP8	0.045594245975797934
RP13-348B13.2	0.045594245975797934
GLDN	0.04563747181480485
ABHD17C	0.04564915551864514
LEAP2	0.04564915551864514
ING3	0.04565016678622432
ADAMTSL2	0.04565016678622432
LETM1	0.045676272834263655
DCAF4L1	0.0456884305178932
NXT1	0.0456884305178932
TNFSF10	0.0456884305178932
RP11-410L14.1	0.0456884305178932
RPS5	0.0456884305178932
RP11-295K2.3	0.045758286999745476
RAB11B	0.04576834407634661
SEZ6	0.045768931658180204
RP11-180P8.1	0.04578331278853025
AC061992.2	0.045809908204426875
PLXNB2	0.045829249089179416
RNF169	0.045829249089179416
RP11-1252I4.2	0.045829249089179416
PLCH2	0.04585664063372873
RFX2	0.04585664063372873
OFD1	0.04598301819142155
AC006539.2	0.04598301819142155
LINC01531	0.0460021523365413
