Gene	Pvals
RP11-159F24.6	0.026156940344697472
KLF7	0.026156940344697472
STARD7-AS1	0.026156940344697472
ADGRL1	0.026156940344697472
DYNLT1	0.026156940344697472
APOPT1	0.026158548356326423
RP11-122K13.12	0.0261729285599754
DHRS13	0.02618364157076387
RP11-173A8.2	0.026190437851690836
AP3D1	0.02621279821470939
TM4SF20	0.02626149796805833
ESYT1	0.02626149796805833
SDAD1P1	0.02627668349590211
FAM13A-AS1	0.02627668349590211
POC1B-AS1	0.026309465792550023
SESN3	0.026322498331315874
USP5	0.026322498331315874
TIMP1	0.026364637878766587
C1orf220	0.026364637878766587
RP11-326C3.7	0.026364637878766587
MIF4GD	0.026392335089376006
LEFTY1	0.02646285819321283
CHN2	0.02648096550412988
SLK	0.026498567333519147
FLT1	0.02651348213641178
MAPK14	0.02651348213641178
RP11-252A24.3	0.026517141761122156
CTD-3092A11.1	0.026519981209342586
RP11-74J13.8	0.02652022331958292
NUMB	0.026527126895777343
USP21	0.026591402291782338
SLC25A22	0.026595532610840546
CADM1	0.026651776289676663
DYNC1H1	0.026683255815217948
GGT1	0.026713720825088473
RP11-676J12.7	0.02675890168805333
BHLHE40-AS1	0.02676702184364877
RP11-216B9.9	0.026775871639687445
RP11-264B17.2	0.02683685591731477
CTB-12A17.2	0.02683685591731477
MCL1	0.026885797275673463
FRG1EP	0.026923993253533576
RNF141	0.026954227999008592
TNFRSF13B	0.026954227999008592
EIF2AK2	0.026999495857007078
TMCO6	0.027012962713146828
FGFR1OP	0.02707765901370329
CTD-2015H6.3	0.027090182815661137
RP5-1042I8.7	0.027117710085277816
MIAT	0.027123933978724615
C1orf61	0.02716526327696898
TFPT	0.02716526327696898
TTYH1	0.027182761720639652
RP11-361M10.3	0.02718654837658269
RP11-53O19.3	0.02719118055141776
NUDT16L1	0.027209474312923688
SHCBP1	0.02721243633843904
FOLH1	0.027245863954708523
TNPO2	0.02726438127009659
OOEP	0.027326587479110424
RAB27A	0.02733426119440494
FAAH2	0.02735070746701498
XRCC4	0.02736801543488292
GC	0.02738578254983254
CTC-251D13.1	0.02738578254983254
BHLHE40	0.027394297556864983
SMIM14	0.02743394274561936
CCND2	0.02743394274561936
OLR1	0.02743394274561936
KIF17	0.027505009717499296
PIK3R2	0.027514740382792627
CUL4B	0.02753348812190819
GALNT4	0.027537108749705632
RP11-273B20.1	0.027559487889706476
HMGB2P1	0.027559487889706476
BAZ1A	0.027559487889706476
C14orf79	0.027559487889706476
DTX2P1	0.027571881278311106
CTD-2017F17.2	0.02759698213096214
PKIG	0.02759757798949901
OR52M2P	0.027604890236550765
COL13A1	0.02761189857853792
RP11-166B2.5	0.02761189857853792
AGAP3	0.02761189857853792
CD6	0.02761189857853792
AK2	0.02761189857853792
STARD5	0.02763571638919103
ACAP2	0.0276917960128837
CCDC107	0.0276917960128837
CYP2S1	0.027697091570350996
CLPB	0.027697091570350996
FAIM	0.027697091570350996
PNKP	0.027703453757115276
C8orf88	0.027703453757115276
SPTAN1	0.027703453757115276
RP3-395M20.8	0.0277142818354436
AQP11	0.027745647090882838
SESTD1	0.02776494055636292
DCAF5	0.02785592840174813
CACNG7	0.027880340139182048
MED12L	0.027905914190433413
ABCB11	0.02792288248672675
SND1-IT1	0.027925509573630592
UBLCP1	0.027987911040806994
SEMA4D	0.028008938720220197
KRT80	0.028042949868330672
TTF1	0.028106301968944026
CPB2	0.028136928661732667
FBL	0.028136928661732667
SLC2A2	0.028190079741638056
CDK2AP2	0.028197060295035284
HLA-F-AS1	0.02821878313135384
RP11-521B24.4	0.028219881108749123
VDAC1P1	0.028219881108749123
DAPK3	0.02822826861492794
ZNF668	0.028242173185402515
CDK15	0.028252515353746812
RP11-977G19.5	0.02825350116109931
RPLP0	0.028264116565884685
APOL2	0.0282670469677381
SYTL1	0.02826758727260002
RP11-126K1.6	0.02826758727260002
PWP1	0.02826758727260002
MAPRE2	0.02826758727260002
H1FNT	0.02826758727260002
ZSCAN9	0.028297454220983585
DHRS4	0.028324341256053293
CHGA	0.028324341256053293
GNLY	0.028324341256053293
TMEM205	0.028324341256053293
ACADM	0.02833189039571444
LINC00910	0.02833189039571444
PTCRA	0.02833262820677685
KRT19	0.028362302524930914
RIMKLA	0.028376724608844592
MED24	0.028376724608844592
TMED1	0.028376724608844592
NAXE	0.028376724608844592
LPCAT2	0.028392668431414525
INPP5B	0.028451690911206962
TRIM23	0.028451690911206962
HAUS4	0.028478863254826944
OR52E3P	0.028478863254826944
PTBP2	0.028478863254826944
GID8	0.028514988487545696
FGGY	0.028514988487545696
NDUFAF7	0.028585923096991026
IL2RB	0.028647124038236802
LINC01678	0.028658305300990575
LINC00893	0.028658305300990575
PPP1R37	0.028658305300990575
LINC01002	0.028658305300990575
ALG3	0.028658305300990575
C6orf62	0.028661454899955308
STXBP3	0.028661454899955308
ARL11	0.028665588384966408
DACT2	0.028665588384966408
RP11-640L9.2	0.028665588384966408
SRSF1	0.028665588384966408
ZNF559	0.028665588384966408
RAB18	0.028665588384966408
LSM4	0.02866880918859615
HBQ1	0.028688024757180942
KIAA1614	0.028688024757180942
AC116366.5	0.02872600600209117
DHRS1	0.028743450884966156
SBF2	0.028784162560955635
RP11-46C24.7	0.028815082920050597
ATCAY	0.02892718432571998
ZNF485	0.02896323965464831
TXNDC11	0.02896323965464831
DAP3	0.02897232560547879
LRRC34	0.02898273267212178
PPT2	0.02907607734679484
RP11-800A3.4	0.029104898593074198
CACNA1H	0.029105623197060303
NINL	0.029114983281333117
TOB1-AS1	0.029114983281333117
SDR16C5	0.0291319781246389
RPL23AP42	0.029181712239568506
HNRNPLP2	0.029210094574622644
LETMD1	0.029221501592327878
CPEB3	0.02926905275793988
MFAP3	0.029275095929800852
RGS2	0.029283175077891528
PEG3	0.029310581680990704
RP11-18H7.1	0.029323079955465566
RP11-363E7.4	0.02932701406025342
TRAF3IP2	0.02933442757397331
SLC36A1	0.02935857488906988
ARHGAP24	0.029364429564176318
NTSR1	0.029389217198551407
RP11-217B7.3	0.029412891232773297
SCAF1	0.029451723914465943
NDUFV3	0.02946914601786352
CTC-378H22.1	0.02947285959039619
CAMSAP1	0.029506844534587857
SNAP91	0.029506844534587857
LZTS2	0.029546958206655087
SUV39H2	0.029550053312666393
DHX16	0.029572260923682012
RP11-452D12.1	0.029617844735196585
LLGL2	0.029617844735196585
TNFRSF4	0.02962263399170807
OTUD7A	0.02964727370346911
CBL	0.02964727370346911
ZNF700	0.02965431273321665
LETM1	0.02967314486418349
RUVBL1	0.02967314486418349
CECR6	0.02967314486418349
AHSP	0.02967314486418349
PRR19	0.02967314486418349
IFNAR1	0.02967314486418349
RN7SL663P	0.029703886303698548
SERPINA5	0.029730632024244384
RAB11FIP2	0.029746960816393414
RP11-946L16.1	0.029746960816393414
POLI	0.029746960816393414
RBM19	0.029746960816393414
TLR1	0.02975412857267604
GTF2A1	0.02975412857267604
MCFD2	0.02975412857267604
AC013444.1	0.029778125097363037
SAMD10	0.029778125097363037
ASXL1	0.029833910325464497
CYP26A1	0.02983462826755529
RASL11A	0.02983763531863759
GFRA3	0.02983763531863759
SCG2	0.02983767539106198
C1QTNF8	0.02983767539106198
LGALS1	0.02991766066733087
KCNJ15	0.029919558022701555
ITIH1	0.029920780893913878
KLHL36	0.030027916243831224
RP11-164H13.1	0.030027916243831224
RP11-351I24.3	0.030027916243831224
MAPKAP1	0.03003576577605582
MYOM1	0.03003576577605582
FBXO38	0.03003576577605582
PDE6B	0.030057241128710135
PIK3CD	0.03013640643911624
RP1-16A9.1	0.030182444362247728
PPP1R12A	0.030182444362247728
RNF113A	0.030182444362247728
MTMR4	0.03018799382840411
PCBP1-AS1	0.03024261111095128
NT5M	0.030269355401031022
STARD4	0.03027825996354149
HPN	0.03027825996354149
CLCF1	0.03027825996354149
C9orf84	0.030329124208165813
SLC6A17	0.030354763104334503
BICD2	0.03039053757125526
RP11-326K13.5	0.030420353924766524
XPO1	0.030420353924766524
ANGPTL6	0.030420353924766524
SEMA3B-AS1	0.03058285699820803
NCBP2L	0.03058285699820803
ZNF431	0.03058285699820803
HNRNPA1P59	0.030583559973958566
RP11-512F24.1	0.03063965779545991
IPP	0.030680260704128687
CTD-2341M24.1	0.030680260704128687
GSK3B	0.030680260704128687
RAB31	0.030680260704128687
CDKN1C	0.03070226974892932
USP1	0.03072346225898462
RERE	0.030723518442952496
SMC6	0.030859814020399248
WHRN	0.030861457877998606
ZFP36	0.0308706896053229
AARD	0.0308706896053229
LGALS9	0.030877126661855776
MUC16	0.030888822963496182
MPEG1	0.030913833667315753
ACOT13	0.030913833667315753
SFI1	0.030913833667315753
PHOSPHO1	0.030913833667315753
FBXO15	0.030973567462224197
GGT7	0.031047743481512863
HIPK1	0.031047743481512863
RP11-380B4.3	0.03106631254788419
AOAH-IT1	0.03110282832580336
PUSL1	0.03110282832580336
PJA1	0.03110336194163358
SLC8A1-AS1	0.031120943188996178
EHMT2	0.031121336354332823
SLA	0.03119021600768434
ABHD17AP5	0.03119021600768434
SMC5	0.03120518680905728
GOLGA4	0.031256339991431605
AEN	0.03126215631434288
SNORA44	0.03126215631434288
CHD5	0.03126215631434288
RP11-16E12.2	0.03127503931588668
MTCH1	0.03127503931588668
HES6	0.03127503931588668
ITIH2	0.03127503931588668
AUTS2	0.03128441705240913
RPS23P10	0.03128441705240913
ZFP3	0.03129089522766913
NEXN	0.03129089522766913
CICP23	0.03130272960386699
C2CD4C	0.031328519653303376
EML2	0.031365765863003416
TIFAB	0.031385817679106386
RFTN1	0.03138942016939622
SLC43A3	0.031392207896316936
FNIP1	0.031392916691627706
ATP2B3	0.031398924304498796
RP1-102K2.8	0.031398924304498796
ATP1A3	0.031398924304498796
RP11-407G23.2	0.03141635904575268
RPL21	0.03141635904575268
RFXANK	0.031480917868235765
WWOX	0.031480917868235765
TMEM87A	0.031480917868235765
RASAL3	0.0315209245729725
ACTR1B	0.03153146285809516
SLC25A40	0.03153146285809516
BAHCC1	0.03153146285809516
USP39	0.03153146285809516
ZNF575	0.03153146285809516
RFX5	0.03154128034947033
ZC3H7B	0.03155236628782561
LY6D	0.0316185530636796
VPS4B	0.0316185530636796
CTD-2653D5.1	0.03166816258598337
HNRNPA3P2	0.03166816258598337
KIAA0430	0.031687884453453566
CTB-31O20.2	0.031687884453453566
CELA2B	0.031687884453453566
TPST1	0.031700843067657726
GLTSCR1L	0.03174466948257597
ADAMTS13	0.03174466948257597
LINC01579	0.03174466948257597
ZGPAT	0.03174466948257597
ZCWPW1	0.03178966114178988
AF001548.6	0.03178966114178988
RP4-751H13.7	0.03178966114178988
LRRC37A15P	0.031824705084095684
FAM83A	0.031824705084095684
GOLPH3L	0.031824705084095684
TTBK1	0.031824705084095684
MARK4	0.03187433275570429
HABP4	0.0319907779047929
EHMT1	0.0319907779047929
NPL	0.031999325456125556
NMI	0.03201528135984404
FBXW4P1	0.03211073291517972
CASP3	0.03211073291517972
RP11-181E10.3	0.03221074706593431
FRRS1L	0.032212606740223027
IGHG2	0.03224766182055789
AVEN	0.03227224738750351
TRAV38-1	0.0323174915711085
HMGCR	0.032333849078888255
MRPL43	0.032333849078888255
KDM2B	0.032333849078888255
PRAM1	0.032347748455719076
IDH2	0.032351338059164854
RASA3-IT1	0.032351338059164854
MSRB3	0.032351338059164854
MICA	0.032385945113663515
OR51AB1P	0.03239843569652907
IL11RA	0.03243127204968221
ADAM9	0.032468613553531214
ABC7-42389800N19.1	0.032468613553531214
OSBPL7	0.032500400167374426
RARG	0.03250157246679827
CLEC4F	0.03251538097465104
CCNJL	0.03252856401376163
TRIM5	0.032542137568950295
GADD45A	0.032665909297053125
UCP2	0.03268362325707185
ETFRF1	0.032706461628912296
CYP26C1	0.03272385980628491
SLC4A8	0.032736189609255104
ANXA6	0.032738259665226525
PANO1	0.0328102085159152
TRAPPC10	0.03283728803318524
CKB	0.032865895312456095
OSCP1	0.03289230580660285
TOPORS	0.0329007646829217
C1orf132	0.03292378535780329
NLRP4	0.03293789950835515
MGARP	0.03294896089223965
CRB1	0.03295310027052545
OR52N5	0.032994323893452346
SUSD1	0.03310598251638275
RP11-371A22.1	0.03314093896202483
HAX1	0.0331502930072586
KIF5C	0.0331744322025407
RP11-290F5.2	0.033214849570750715
SKIV2L	0.033214849570750715
ANKMY1	0.03322890015262334
ASB16	0.03322890015262334
CDC42SE1	0.03322890015262334
CCDC170	0.03322890015262334
CXCL9	0.03322890015262334
THOP1	0.03324896196298387
CTC-260E6.6	0.033307053262917
IRF2BP1	0.033307053262917
SLX1A	0.033321106494679044
LINC01629	0.03332123384538269
IGSF9B	0.03332123384538269
WDR59	0.03332123384538269
MTND4P12	0.033323746791345976
CADM2	0.03332381269121637
ARG1	0.03332672883747517
C11orf84	0.033355889696869825
LINC00944	0.03336985864090625
GATA3	0.0334073678782785
TCEA2	0.033432681263999856
AC000089.3	0.033432681263999856
GNAS	0.03349514515652567
ZMAT1	0.03352857349451818
IL4	0.033557047524546545
SIRT3	0.033557047524546545
ERLIN2	0.03359264447058936
RP5-943J3.2	0.03359264447058936
SLC1A3	0.03359522645632536
SERPINE3	0.03359882361747019
TRAV23DV6	0.03359882361747019
RP11-973N13.4	0.03364126821609759
ZNF76	0.03364862446435054
SLC6A6	0.033652773707529476
RP11-531H8.2	0.03367603666305548
TCTEX1D1	0.03369385913626661
ARL3	0.03379755074647122
AP001062.7	0.03380406581298156
LPAR5	0.03385106383912848
TAF3	0.0338687018544039
MCM5	0.03393489844304163
NQO2	0.03395093059905913
SIRPG-AS1	0.03395537087529342
TULP4	0.03399712581206811
RP11-61L23.2	0.03404285645503759
SDE2	0.03404800740495741
RPL15P2	0.034063607093737666
APCDD1	0.03408168787264042
ITM2B	0.03408691924255839
RP11-93B14.4	0.03409548595250494
BNIP3P9	0.03410398017390903
RPL15	0.03410541189348886
LBR	0.03414686083310405
PPP1R3D	0.034231531564790064
AC005264.2	0.03425567454780933
MUC12	0.03425693191655835
PPIEL	0.03429410133515676
HNRNPH2	0.0343043032839752
GK3P	0.0343043032839752
SND1	0.03432317185309237
WDR90	0.034361765933239585
DPY19L3	0.034364318637073225
PSMC3IP	0.034364318637073225
PILRB	0.03439944678769401
ITFG2	0.03439944678769401
PLB1	0.03441018028068289
HNRNPD	0.034447923204345934
AC012314.8	0.034447923204345934
NDUFB8P2	0.034462927079591296
USP10	0.034462927079591296
ZC3H8	0.034464947771718164
OR52B2	0.0344773871972595
AC008753.4	0.03449579823355711
SCRN2	0.03449579823355711
FPR2	0.034505520936468206
PSPC1	0.03451436933704741
CTC-303L1.1	0.03455321891805486
CSNK1G3	0.03456482507039674
CCPG1	0.034596093769341724
FAM95B1	0.03462317301641077
CRABP2	0.03462317301641077
RP3-467K16.4	0.03467003636493839
TPPP	0.034684125905320155
AC002511.2	0.03468663886037429
RP11-188P20.3	0.034725699602422555
MT-TS1	0.03474074077833289
SNX8	0.03474573378480772
ZNF175	0.03475102331042268
TSPAN13	0.03475102331042268
CTD-2525I3.5	0.03475102331042268
RP11-930O11.1	0.03475102331042268
RSPH14	0.03475102331042268
CC2D2B	0.03478167052871144
AC096574.5	0.03483794213840801
PA2G4	0.03483930529856119
CTD-2027I19.2	0.0349171068898171
AKR1B1	0.03492902418704766
ACSM2B	0.03496707312883828
ADGRD2	0.034986418437233116
CTD-2587M2.1	0.035074242566583015
DOHH	0.035074242566583015
MGAM	0.03508214447409269
RP11-749I16.3	0.03514200245663201
RUVBL2	0.03518646433623439
INO80E	0.035209901889898886
CLPTM1	0.035209901889898886
ANKH	0.03530688461590617
RP11-862G15.2	0.03533515656297376
NXN	0.035338547315418856
ROGDI	0.03534836588965328
TRAV2	0.035375935835131274
RP11-20I20.4	0.035375935835131274
RNF208	0.0353816302783211
CTB-63M22.1	0.035402295153469945
RUSC1	0.03540927086062626
MGAT5B	0.035410149029854586
GTF2IP4	0.035438509591515295
PAQR8	0.035449542599646555
YBX1P6	0.035462371182490696
LINC00921	0.035475238993082914
COQ10B	0.035475238993082914
SLC25A44	0.0354753812746498
LIMK2	0.03551610629955585
CTA-363E6.6	0.035545604980542704
ST7	0.03556062414723722
RP11-314A20.1	0.03556344071960502
LYST	0.03556344071960502
RP11-441O15.3	0.03562436338756747
ASIC1	0.035670034034974825
TWNK	0.03567095863164427
UBA3	0.03571500792354516
TRAPPC6A	0.03574957878889246
CEP162	0.03581635747269811
SPAST	0.03585406754613548
RPS2P55	0.03588333560283337
SNX6	0.03593719431671901
RP11-807H22.6	0.035947036023231696
NADK	0.035978197932719815
SLC26A1	0.035983722933211955
STK3	0.03598712842064105
NKG7	0.035997959241298
PICALM	0.035997959241298
TSPAN31	0.03600351682156684
C4A	0.0360541917675634
CEP131	0.0360541917675634
CAMK1G	0.0360740952297687
OR51K1P	0.036115165865899426
C19orf84	0.03612700772302996
ARL5B	0.0362035962805807
IGSF10	0.03622989896490741
TRBV2	0.03622989896490741
RPL29	0.03622989896490741
MEAF6	0.036279526053282767
RNF145	0.03633108618636633
BTBD8	0.03633108618636633
MOB1A	0.03637500333690271
MPHOSPH8	0.03638402380933213
SELENOO	0.03639657831486635
BCL2A1	0.03639714199155936
PHF21A	0.03640286178243159
TIMM21	0.03640286178243159
RPL7AP30	0.03640286178243159
DPH1	0.03640628278580607
WNT5B	0.036407735483528006
EXOSC4	0.03640918687970998
AGO1	0.03642751910943858
NUBP2	0.03645331651859208
ZDHHC17	0.03649669665614145
DNAJC7	0.03649669665614145
LINC01963	0.03649669665614145
TMEM171	0.03649669665614145
SPP1	0.03649887546888104
LINC01277	0.03649887546888104
RAD9A	0.03649887546888104
PKD1P6	0.03649887546888104
WDR3	0.03649887546888104
MYO10	0.03649887546888104
RHPN1-AS1	0.03652478653732574
NUFIP2	0.03652587176125349
CENPT	0.03656901009098293
AGTPBP1	0.03658887033565639
POLR2G	0.0366106060295922
FTH1P7	0.0366106060295922
CAPN12	0.03666274902798082
ZNF518B	0.03668533463317168
UHRF1	0.036697761220881406
ILF3	0.03671348985674633
FBXO5	0.036790620779406515
YBX2	0.03679211502925118
RP5-968J1.1	0.036811543913224075
TMEM109	0.0368311941323716
ZNF24	0.036894101849673566
WDR45P1	0.03690078217321322
CHIC2	0.03690078217321322
LINC01006	0.036908724961000595
PDGFRB	0.036908724961000595
UBN1	0.036908724961000595
SMG6	0.03690958119437465
NECAB3	0.03691149494010855
KCNH7	0.03691149494010855
LINC01970	0.03691149494010855
SLC12A4	0.03691149494010855
DPF1	0.03691149494010855
RP11-666A8.7	0.03693318897739181
APOL4	0.036955754186665274
RNPS1P1	0.03696804940053052
TAB3	0.03696804940053052
EMC2	0.03696804940053052
RP11-322D14.1	0.03696804940053052
ZDHHC13	0.03696804940053052
NRXN1	0.03696804940053052
ZNF444	0.03696804940053052
RP11-61F12.1	0.03701266084732667
RP11-298I3.3	0.037013984338428195
GPX1	0.037013984338428195
GNS	0.037013984338428195
TMEM132D	0.03703900342664788
NCAM2	0.03704173929709107
PPM1B	0.03704173929709107
PPP1R2	0.03704674444157005
AMER2	0.03708125435000257
RP11-415J8.7	0.03712509696397582
PPP3CA	0.037149336484116224
SLTM	0.03717807762821848
RAB3D	0.03720776764328641
BEX5	0.03720776764328641
EXOC6	0.03721214850245451
C6orf48	0.03722634973763292
RNF214	0.03722634973763292
RP11-1102P22.2	0.03726696976330302
FTSJ3	0.03726696976330302
DPCD	0.03728984421090403
SIRPA	0.037316004737032275
RP11-550I24.2	0.037316004737032275
CTD-2035E11.5	0.037316004737032275
CTD-3184A7.4	0.037316004737032275
S1PR1	0.0373220099764888
ZNF34	0.0373220099764888
C1orf127	0.037355586970500655
AC079807.4	0.037359046678043926
THAP9-AS1	0.0373922646367732
TIMP2	0.0373922646367732
SIGIRR	0.03739308334031472
GALNT14	0.03740180874922972
SNORD3B-2	0.03742117197051436
DLEU2L	0.03743140125643869
SIRPB2	0.0374621029743385
IFT81	0.03749915342677697
DDX51	0.03750491023489209
AC114752.3	0.03753335115144683
ADCYAP1R1	0.037536188908346244
TIMM29	0.037536188908346244
TMEM183A	0.037544823431861066
DSTYK	0.037545517564142074
CYP1A2	0.0375549358859949
LINGO1	0.0375549358859949
PPP1R21	0.0375549358859949
DHX37	0.037598135256739613
KIFC2	0.037598135256739613
PLBD2	0.037598135256739613
CAPN13	0.037598135256739613
APOBEC3B	0.037599511262770585
CTSH	0.03760902549373878
ZNF512B	0.03760902549373878
RP11-395I14.2	0.03760902549373878
CTB-41I6.1	0.03765054245907561
TRPM6	0.03765054245907561
NF1	0.03765054245907561
IGFBP4	0.03765054245907561
SHOC2	0.03765054245907561
RP11-195C7.1	0.03766298294335595
TRAM2	0.0376867429595245
MEPCE	0.0376867429595245
DIRAS2	0.03774697254595206
TRAV22	0.03774697254595206
ZFP82	0.03774697254595206
IL10RA	0.03774729759902561
RPL32P3	0.03775440808519398
MCU	0.03789834806038194
LYPLA1	0.03790451713416152
RAI1	0.03790451713416152
HIPK4	0.03793896774918361
TPRA1	0.03796456710015213
TRBV7-9	0.038006532778128176
RP11-362K14.6	0.038006532778128176
PLD6	0.038014849035672316
ZNF862	0.03804992295856962
CALY	0.03813617189639426
RP11-983P16.4	0.038167507369979425
PPIAP29	0.038210996988367475
HLA-E	0.03821124952757559
RP11-161M6.3	0.03821124952757559
FBRSL1	0.038271299044091385
C1orf105	0.038325904730813806
CTD-2619J13.5	0.03835554987337789
SDCCAG3	0.03835554987337789
PARK7	0.03835554987337789
DLG5	0.03835554987337789
MAN1A1	0.038379645516955045
YBX1P10	0.038379645516955045
SH2D4B	0.03840199524547207
IGKV2-26	0.038419194936178014
NEK7	0.038419194936178014
VKORC1	0.0384881834676471
SMPD2	0.03848842920868392
AKT1S1	0.03848842920868392
ST3GAL6	0.0385011192352178
RP11-69E11.4	0.03852047781829665
IL1RAP	0.03852047781829665
PAN3	0.03852047781829665
GJC1	0.038547361926801374
KPNA6	0.038547361926801374
CDKN2C	0.038547361926801374
RP11-580I16.2	0.038547361926801374
E2F4	0.038547361926801374
MTCYBP23	0.038547361926801374
RAP2B	0.038547361926801374
RP11-536C12.1	0.038547361926801374
ACY1	0.03860425553426892
SLC22A17	0.038628101046562856
CYP21A2	0.03864964071882834
SOX17	0.03873314745390987
CDCP1	0.03875125339128625
LINC01259	0.03875140158872582
FLRT3	0.03875732331559549
MSL2	0.03875732331559549
ANGPTL7	0.03875732331559549
MPRIPP1	0.03875732331559549
SLC38A2	0.03875732331559549
IFNGR1	0.03875732331559549
LIMD1	0.03875732331559549
STBD1	0.0387806580372098
ADAM22	0.0387806580372098
GBF1	0.0387806580372098
TBCD	0.0387806580372098
RP3-337H4.6	0.03878192418496152
CLDND1	0.03880432235180147
TBK1	0.03881304718561432
HLA-DQB1-AS1	0.03881304718561432
FBXO45	0.03881938760364315
NLRP6	0.03881938760364315
RP11-477D19.2	0.03881938760364315
GGNBP2	0.03881938760364315
ZNF680	0.03881938760364315
CD7	0.03882060908217309
DUSP10	0.03882060908217309
EFCAB11	0.03882060908217309
MYF6	0.0388752565194099
SETD1A	0.0388752565194099
RNF215	0.0388752565194099
C16orf54	0.0388752565194099
LRRC4	0.0388752565194099
RP13-638C3.3	0.0388752565194099
HSH2D	0.03890652314182661
STRCP1	0.03891340761086659
STAG3L3	0.03894512821272338
ACSF2	0.038962271977038575
RP11-327F22.1	0.038962271977038575
CPN2	0.03898321661184901
MFNG	0.03900577090000205
FTH1P2	0.03900577090000205
RN7SL491P	0.03900577090000205
OR52M1	0.03900577090000205
ABHD17AP3	0.03902445455718044
SMIM10	0.039026589901914446
ZDHHC20	0.039048070982897316
ZNF609	0.039069414166357966
ELAC2	0.03911454081522887
MAX	0.03914042239670376
UTP14A	0.03914042239670376
DYNLL1	0.03914042239670376
CASC10	0.039154915034968214
AC018890.6	0.039154915034968214
KLF13	0.039163794290460296
TRBV6-1	0.03918470917331321
NAIF1	0.03918536118155481
GAS7	0.03922645532399974
SBK1	0.039237720851906785
ROCK1	0.03928425345908124
FAM217B	0.03928425345908124
FOSL2	0.03929645517972219
NHSL2	0.039306150292434394
RP5-1091N2.9	0.039307732296387635
LRRC3	0.0393490508280134
LINC00106	0.03935240174098818
UNC80	0.03935240174098818
EXOSC10	0.03935240174098818
SLC39A6	0.03935240174098818
RP11-343L5.2	0.03937384198666826
RPL7P18	0.039391818919588414
ELFN1	0.039391818919588414
C16orf74	0.039391818919588414
RPS4XP6	0.03945679819269711
SYCP2L	0.03945679819269711
UBXN7	0.03948879241662721
EXO5	0.039571816113646796
SPDL1	0.03959079399872218
ZNF616	0.03963953448393045
ETNPPL	0.03964557196246111
TNFAIP8	0.03964566089741855
GSKIP	0.039650806812488226
RP11-111A22.1	0.0396552768512242
SLC31A1P1	0.03965921658427692
DCPS	0.03965921658427692
HEPACAM2	0.03967810856443016
AK3	0.03969942382870731
PCBP2-OT1	0.03973297501970958
OR51L1	0.0398068732863539
SCML1	0.0398068732863539
AOC3	0.0398068732863539
EIF3J-AS1	0.03983092803042614
CTC-232P5.3	0.039840883904957734
S100PBP	0.039876610363038134
CTD-2095E4.5	0.03989058783890856
MTFP1	0.03997977345039548
LA16c-390E6.4	0.03997977345039548
ZC3H12A	0.03997977345039548
GCNA	0.040034207861869606
C1RL	0.040078923201137324
LPGAT1	0.040078923201137324
NDRG4	0.040091238698399756
ZNF491	0.040145464553550426
LCA5	0.040183109853051305
RP11-575L7.8	0.04018436653692712
ABHD17C	0.04018436653692712
IGHV2-70	0.04020691140864993
ABHD1	0.040253223547518015
EBPL	0.04025861653862954
PAG1	0.040261812761683384
TAT	0.040306270054162686
SOBP	0.04046105102486723
AP2A2	0.04046502289555394
CTA-29F11.1	0.040600409845993446
CAMK2A	0.04063531594666774
ERP29P1	0.040638611510857445
SLC12A5	0.04065280025754596
KRCC1	0.04065306505185088
OLFM4	0.04065306505185088
CLASP1	0.04065957918668647
TCL6	0.040662735972363036
PEX2	0.040687585987196885
SNX5	0.040723926519849504
NPEPPS	0.04075859419267184
MTMR10	0.040758761276416366
CD52	0.040785010845017254
ADD3	0.040785010845017254
ABHD3	0.040785010845017254
ATP1A1	0.040785010845017254
ATAD3A	0.04078930880253823
NDUFA9	0.04078930880253823
CCDC85B	0.0408484050102848
CASP1	0.04086134072330596
CDK13	0.04086134072330596
UPF1	0.040881375238896026
ATP2A1	0.04090915667717835
CTD-3128G10.6	0.040924561797476236
IER5	0.040924561797476236
TOMM40	0.040926033057039984
RP11-351I24.1	0.04093272561593541
CPEB1-AS1	0.04100876692664804
PLA2G2C	0.04100876692664804
MTHFR	0.04100876692664804
RP11-737O24.2	0.041025112032761206
UROD	0.04104218153197804
GTPBP10	0.04104218153197804
RP11-89H19.1	0.04106395464737018
MAFA-AS1	0.04107099778735042
ATXN10	0.04107460184540251
ZPBP2	0.04107460184540251
LRRC32	0.04107460184540251
CHAMP1	0.04110004673940439
MTMR6	0.0411031011997821
SCN3A	0.04112138262560383
CADM3	0.04112138262560383
ZNF252P-AS1	0.04112138262560383
KIF5B	0.04112138262560383
PARVB	0.041128451739399774
ODF3L2	0.041128451739399774
FAM92A	0.04113386461967266
RP11-169K17.4	0.04119119259943061
CD101	0.04120285695055197
RGSL1	0.041221309964935865
FLNB	0.04127514911172781
DNAJC11	0.041296131115472284
RP11-45A17.4	0.041303185385063786
NDUFV2-AS1	0.04131393751775759
RP11-355O1.11	0.04131504995755584
CPAMD8	0.04131504995755584
RPL14	0.04131504995755584
RP11-889L3.1	0.04132787327646591
AC009501.4	0.04133199003112897
GSK3A	0.04133389767509072
LAMTOR3	0.0413599866242235
FZR1	0.041427605145977216
RP11-349I1.2	0.04143193155899505
S100B	0.041432298029576466
ROPN1L	0.041432298029576466
RNF144B	0.04144504473403099
ZNF45	0.04144504473403099
